huboid,name,party,sdName,sggName,office,sgTypecode,list_rank,seat_count,estimated_electable,status,age,birthday,criminal_record,has_criminal,criminal_categories,offense_summary,tax_arrears_5y_thousand_krw,tax_arrears_5y_display,tax_arrears_current_thousand_krw,tax_arrears_current_display,has_tax,economic_trust_record,tax_100m_or_more,nec_detail_url,criminal_pdf_url
100164967,정란홍,더불어민주당,충청남도,아산시,기초의원 비례,9,1,2,Y,등록,62,19630818,1건,Y,보험·금융,"별지제12호서식의(카)]선거명 / 벌금1,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164967,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4404/Hb100164967/junkwa/20260515154807135_7.PDF
100164969,김옥자,더불어민주당,충청남도,예산군,기초의원 비례,9,1,2,Y,등록,66,19600110,3건,Y,음주·위험운전; 무면허운전; 도로교통,"도로교통법위반(음주운전)도로교통법위반(무면허운전)도로교통법법위반(음주운전) / 벌금1,500,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164969,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4415/Hb100164969/junkwa/20260514165717597_8.PDF
100165570,박소현,더불어민주당,충청북도,단양군,기초의원 비례,9,1,1,Y,등록,51,19741220,1건,Y,공직선거법; 음주·위험운전; 도로교통,『공직선거법』 / 2015-02-27,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165570,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4305/Hb100165570/junkwa/20260515144208902_7.PDF
100164061,이향숙,더불어민주당,충청북도,증평군,기초의원 비례,9,1,1,Y,등록,62,19640415,1건,Y,교통사고,교통사고처리특례법위반(치사 / 2022-07-12 / 금고10월,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164061,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4313/Hb100164061/junkwa/20260513175023026_1.PDF
100164567,정필순,더불어민주당,충청북도,진천군,기초의원 비례,9,1,1,Y,등록,64,19610629,1건,Y,폭력; 공무집행방해; 업무방해; 집시법,특수공무집행방해업무방해폭력행위등처벌에관한법률위반집회및시위에관한법률위반 / 징역1년6월집행유예3년,1455,145만원,0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164567,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4311/Hb100164567/junkwa/20260514084534571_10.PDF
100164244,변상호,더불어민주당,충청북도,청주시,기초의원 비례,9,4,5,Y,등록,69,19560815,4건,Y,음주·위험운전; 도로교통,도로교통법위반도로교통법위반(음주운전)도로교통법위반(음주운전)공공단체등위탁선거에관한법률위,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164244,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4301/Hb100164244/junkwa/20260514185645528_9.PDF
100165562,서영일,국민의힘,강원특별자치도,강원특별자치도,광역의원 비례,8,2,7,Y,등록,39,19870406,1건,Y,폭력,"별지제12호서식의(카)]선거명소속정당명최명상해 / 2014-11-26 / 벌금1,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165562,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5200/Hb100165562/junkwa/20260515131457887_8.PDF
100165566,이상미,국민의힘,강원특별자치도,강원특별자치도,광역의원 비례,8,4,7,Y,등록,48,19770621,1건,Y,음주·위험운전; 도로교통,"도로교통법위반(음주운전)국민의힘 / 벌금1,000,000원",150,15만원,0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165566,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5200/Hb100165566/junkwa/20260515131650997_9.PDF
100165756,오남석,국민의힘,경기도,경기도,광역의원 비례,8,2,21,Y,등록,46,19791121,1건,Y,음주·위험운전; 도로교통,"별지제12호서식의(카)]선거명 / 벌금1,000,000원",1086,108만원,0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165756,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4100/Hb100165756/junkwa/20260515221746927_10.PDF
100165763,권태익,국민의힘,경기도,경기도,광역의원 비례,8,6,21,Y,등록,61,19640616,1건,Y,횡령,"업무상횡령권태익 / 벌금2,000,000원",0,0원,0,0원,N,Y,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165763,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4100/Hb100165763/junkwa/20260515220133727_8.PDF
100165784,김선태,국민의힘,경기도,경기도,광역의원 비례,8,12,21,Y,등록,61,19641002,1건,Y,교통사고,"교통사고처리특례법위반국민의힘 / 벌금1,500,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165784,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4100/Hb100165784/junkwa/20260515223813968_8.PDF
100165250,김영록,국민의힘,경상남도,경상남도,광역의원 비례,8,2,9,Y,등록,40,19860326,1건,Y,공직선거법; 음주·위험운전; 도로교통,『공직선거법』 / 2008-03-31,9757,975만원,139,13만원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165250,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4800/Hb100165250/junkwa/20260514224646386_8.PDF
100165264,백승흥,국민의힘,경상남도,경상남도,광역의원 비례,8,4,9,Y,등록,64,19620108,1건,Y,특가법,특정범죄가중처벌등에관한법률위 / 1985-12-26 / 징역1년,1595,159만원,0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165264,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4800/Hb100165264/junkwa/20260514223521447_11.PDF
100165277,곽민혁,국민의힘,경상남도,경상남도,광역의원 비례,8,6,9,Y,등록,49,19770225,1건,Y,특가법; 폭력,특정범죄가중처벌등에관한법률위반(운전자폭행등) / 징역1년6월집행유예2년,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165277,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4800/Hb100165277/junkwa/20260514225625679_8.PDF
100164929,이오숙,국민의힘,광주광역시,전남광주통합특별시,광역의원 비례,8,1,12,Y,등록,54,19710623,2건,Y,음주·위험운전; 도로교통,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164929,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2900/Hb100164929/junkwa/20260514163236892_5.PDF
100164145,김영태,국민의힘,대구광역시,대구광역시,광역의원 비례,8,4,5,Y,등록,58,19680302,1건,Y,공직선거법; 음주·위험운전; 도로교통,『공직선거법』 / 2012-05-02,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164145,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2700/Hb100164145/junkwa/20260513213652569_8.PDF
100164707,배관구,국민의힘,부산광역시,부산광역시,광역의원 비례,8,2,6,Y,등록,38,19871010,2건,Y,교통사고; 공무집행방해,,22763,"2,276만원",0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164707,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2600/Hb100164707/junkwa/20260514210845993_5.PDF
100165210,이정한,국민의힘,제주특별자치도,제주특별자치도,광역의원 비례,8,3,13,Y,등록,44,19820416,1건,Y,음주·위험운전; 도로교통,도로교통법위반(음주운전 / 2010-11-03,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165210,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4900/Hb100165210/junkwa/20260514174050491_7.PDF
100165217,박왕철,국민의힘,제주특별자치도,제주특별자치도,광역의원 비례,8,4,13,Y,등록,48,19770902,1건,Y,폭력,상해 / 2008-10-10 / 징역6월집행유예1년,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165217,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4900/Hb100165217/junkwa/20260514174307097_12.PDF
100165221,김경애,국민의힘,제주특별자치도,제주특별자치도,광역의원 비례,8,5,13,Y,등록,61,19650602,1건,Y,교통사고,"교통사고처리특례법위반(치상)국민의힘 / 벌금2,000,000원",2273,227만원,0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165221,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4900/Hb100165221/junkwa/20260514174639070_10.PDF
100164510,이재화,국민의힘,충청북도,충청북도,광역의원 비례,8,1,5,Y,등록,61,19650317,1건,Y,사기; 횡령,,108,10만원,0,0원,Y,Y,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164510,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4300/Hb100164510/junkwa/20260513221557644_9.PDF
100164063,최상미,국민의힘,강원특별자치도,영월군,기초의원 비례,9,1,1,Y,등록,56,19690701,1건,Y,공직선거법,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164063,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5214/Hb100164063/junkwa/20260515070029408_12.PDF
100164251,김은경,국민의힘,강원특별자치도,화천군,기초의원 비례,9,1,1,Y,등록,57,19680901,1건,Y,공직선거법; 명예훼손,『공직선거법』청부서류 / 2019-08-12,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164251,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5216/Hb100164251/junkwa/20260513191842052_9.PDF
100164335,김영선,국민의힘,경기도,고양시,기초의원 비례,9,1,4,Y,등록,58,19670814,1건,Y,명예훼손,전과기록증명에관한제출서비례대표고양시의회의원선거구명선거우보자성명국민의힘김영선전과기콕형량(처분결과)출판물에의한명예훼손공직선거징역6월집행유예2년법위반점부서류: / 징역6월집행유예2년,571,57만원,0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164335,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4120/Hb100164335/junkwa/20260515133306843_9.PDF
100165413,김정화,국민의힘,경기도,부천시,기초의원 비례,9,1,3,Y,등록,64,19611227,1건,Y,공직선거법; 교통사고,『공직선거법』 / 2015-09-23,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165413,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4150/Hb100165413/junkwa/20260515132915519_7.PDF
100165774,김두일,국민의힘,경기도,성남시,기초의원 비례,9,4,4,Y,등록,67,19581123,4건,Y,배임; 폭력; 도로교통,"폭력행위등처벌에관한법률위반도로교통법위반배임배임직업안정법위반국민의힘 / 벌금1,000,000원",0,0원,0,0원,N,Y,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165774,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4106/Hb100165774/junkwa/20260515172628433_8.PDF
100164222,정명희,국민의힘,경기도,화성시,기초의원 비례,9,1,3,Y,등록,62,19630620,2건,Y,공직선거법; 식품·보건; 건축·건설·부동산,『공직선거법」 / 2017-07-12,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164222,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4153/Hb100164222/junkwa/20260515141417830_8.PDF
100164496,신수정,국민의힘,경상남도,거제시,기초의원 비례,9,1,2,Y,등록,54,19710627,1건,Y,도로교통,"도로교통법위반신수정 / 벌금1,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164496,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4810/Hb100164496/junkwa/20260514174727422_6.PDF
100165156,강승연,국민의힘,경상남도,김해시,기초의원 비례,9,2,3,Y,등록,53,19720918,2건,Y,사법방해; 교육·청소년,위증교사영유아보육법위반,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165156,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4808/Hb100165156/junkwa/20260515214857520_7.PDF
100164898,최연화,국민의힘,경상남도,양산시,기초의원 비례,9,1,2,Y,등록,56,19700220,1건,Y,음주·위험운전; 도로교통,"국민의힘도로교통법위반(음주운전) / 벌금1,000,000원",2511,251만원,0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164898,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4814/Hb100164898/junkwa/20260514171501264_3.PDF
100165011,오경주,국민의힘,경상남도,의령군,기초의원 비례,9,1,1,Y,등록,61,19650524,1건,Y,농수산,"전과기록증명에관한제출서비례대표의령군의회의원선거구명선거후보자성명국민의힘오경주전과기목형량(처분결과)농수산물의원산지표시에관한법률벌금1,500,000원위반 / 벌금1,500,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165011,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4811/Hb100165011/junkwa/20260514164301301_8.PDF
100164695,강길선,국민의힘,경상남도,진주시,기초의원 비례,9,1,3,Y,등록,63,19630511,2건,Y,공직선거법; 교육·청소년,"공직선거법위반영유아보육법위반 / 벌금1,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164695,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4803/Hb100164695/junkwa/20260514173626957_6.PDF
100164844,유향,국민의힘,경상남도,하동군,기초의원 비례,9,1,2,Y,등록,63,19630129,1건,Y,음주·위험운전; 도로교통,"도로교통법위반(음주운전)국민의힘 / 벌금1,000,000원",344,34만원,0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164844,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4815/Hb100164844/junkwa/20260514141704465_9.PDF
100165096,임명섭,국민의힘,경상북도,구미시,기초의원 비례,9,2,3,Y,등록,60,19660316,1건,Y,공직선거법; 폭력,『공직선거법』 / 1989-07-07,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165096,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4707/Hb100165096/junkwa/20260514174732733_9.PDF
100165097,김서정,국민의힘,경상북도,구미시,기초의원 비례,9,3,3,Y,등록,60,19660305,1건,Y,교육·청소년,"청소년보호법위반 / 2000-05-09 / 벌금1,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165097,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4707/Hb100165097/junkwa/20260514174948357_9.PDF
100165360,배정희,국민의힘,경상북도,김천시,기초의원 비례,9,2,2,Y,등록,61,19640627,2건,Y,공직선거법; 음주·위험운전; 교통사고; 도로교통,『공직선거법』 / 2006-03-27,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165360,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4705/Hb100165360/junkwa/20260514184856318_7.PDF
100164698,김영희,국민의힘,경상북도,봉화군,기초의원 비례,9,1,1,Y,등록,64,19620120,1건,Y,농수산,"농업협동조합법위반 / 벌금3,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164698,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4723/Hb100164698/junkwa/20260514110440190_10.PDF
100165618,김장환,국민의힘,경상북도,상주시,기초의원 비례,9,2,2,Y,등록,69,19570403,2건,Y,성범죄,"윤락행위등방지법위반윤락행위등방지법위반 / 벌금2,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165618,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4710/Hb100165618/junkwa/20260515134104431_9.PDF
100164264,김미경,국민의힘,경상북도,안동시,기초의원 비례,9,1,2,Y,등록,60,19660503,1건,Y,사기,사기김미경 / 징역6월집행유예2년,1196,119만원,0,0원,Y,Y,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164264,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4706/Hb100164264/junkwa/20260514124734738_9.PDF
100164268,김홍기,국민의힘,경상북도,안동시,기초의원 비례,9,2,2,Y,등록,50,19760303,1건,Y,공직선거법; 음주·위험운전; 도로교통,『공직선거법』 / 2003-08-01,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164268,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4706/Hb100164268/junkwa/20260514125242719_7.PDF
100165483,김명희,국민의힘,경상북도,영천시,기초의원 비례,9,1,2,Y,등록,51,19741107,1건,Y,공직선거법; 교통사고,『공직선거법』 / 2026-04-10,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165483,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4709/Hb100165483/junkwa/20260515131749830_11.PDF
100164891,박명숙,국민의힘,경상북도,울진군,기초의원 비례,9,1,1,Y,등록,57,19680701,1건,Y,공직선거법; 음주·위험운전,『공직선거법』 / 2013-06-21,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164891,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4724/Hb100164891/junkwa/20260515105423137_7.PDF
100164545,윤형호,국민의힘,경상북도,의성군,기초의원 비례,9,2,2,Y,등록,45,19800717,1건,Y,음주·위험운전; 도로교통,"도로교통법위반(음주운전)국민의힘 / 벌금1,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164545,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4719/Hb100164545/junkwa/20260515100333522_13.PDF
100164442,황성경,국민의힘,경상북도,청송군,기초의원 비례,9,1,1,Y,등록,68,19580413,1건,Y,공직선거법,황성경 / 징역1년집행유예2년,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164442,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4720/Hb100164442/junkwa/20260515111749449_10.PDF
100164806,김승리,국민의힘,경상북도,포항시,기초의원 비례,9,2,4,Y,등록,34,19911128,1건,Y,폭력; 공무집행방해,"김승리공무집행방해공용물건손상상해전과기 / 벌금5,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164806,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4702/Hb100164806/junkwa/20260514171525936_9.PDF
100165367,민영혜,국민의힘,대구광역시,동구,기초의원 비례,9,1,2,Y,등록,46,19800519,1건,Y,특가법; 음주·위험운전; 도로교통,전과기록형량(처분결과)특정범죄가중처벌등에관한법률위반(도주차량)징역8월집행유예2년도로교통법위반(음주운전)도로교통법위반(사고후미조치) / 징역8월집행유예2년,158,15만원,0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165367,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2702/Hb100165367/junkwa/20260515144335568_5.PDF
100165548,권보성,국민의힘,부산광역시,금정구,기초의원 비례,9,1,2,Y,등록,60,19651003,1건,Y,교통사고,"별지제12호서식의(카)]선거명 / 벌금3,000,000원",74961,"7,496만원",0,0원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165548,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2612/Hb100165548/junkwa/20260515132111267_7.PDF
100165326,고은지,국민의힘,부산광역시,부산진구,기초의원 비례,9,1,2,Y,등록,45,19801022,1건,Y,명예훼손,정보통신밍이용촉진및정보보호등에관한법률위반(명예훼손),0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165326,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2605/Hb100165326/junkwa/20260515175155730_8.PDF
100165337,박미점,국민의힘,부산광역시,부산진구,기초의원 비례,9,2,2,Y,등록,66,19600210,1건,Y,,"•耄걱12t&1국:文24•싴시言떨는피리리부부근후7`쳠구하흐격이일시거이결지10죠」하따라전괴기특에관한증명서를위와같이제즐합니다,부산진구선거관리위원회귀중저촣4홯주거 / 2008-05-21",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165337,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2605/Hb100165337/junkwa/20260515133543224_7.PDF
100165065,양영진,국민의힘,부산광역시,사하구,기초의원 비례,9,2,2,Y,등록,59,19670104,1건,Y,음주·위험운전; 도로교통,"도로교통법위반(음주운전)국민의힘 / 벌금1,500,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165065,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2611/Hb100165065/junkwa/20260515093726007_1.PDF
100165386,김보경,국민의힘,부산광역시,영도구,기초의원 비례,9,1,1,Y,등록,47,19780828,1건,Y,,,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165386,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2604/Hb100165386/junkwa/20260514190624015_11.PDF
100165318,하금연,국민의힘,서울특별시,도봉구,기초의원 비례,9,1,2,Y,등록,62,19640505,1건,Y,공직선거법; 보험·금융,『공직선거법』 / 1996-02-05,9549,954만원,8554,855만원,Y,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165318,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg1110/Hb100165318/junkwa/20260515143815011_8.PDF
100165075,김순자,국민의힘,서울특별시,동대문구,기초의원 비례,9,1,2,Y,등록,67,19590214,3건,Y,음주·위험운전; 폭력; 도로교통,업무상과실치상폭력행위등처벌에관한법를위반도로교통법위반(음주측정거부),0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165075,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg1106/Hb100165075/junkwa/20260514170152255_7.PDF
100164529,이채원,국민의힘,서울특별시,마포구,기초의원 비례,9,2,2,Y,등록,59,19670215,1건,Y,공직선거법,"선거국민의힘공직선거법위반 / 벌금2,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164529,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg1114/Hb100164529/junkwa/20260514192417759_8.PDF
100165170,양민아,국민의힘,서울특별시,종로구,기초의원 비례,9,1,1,Y,등록,52,19731013,1건,Y,공직선거법,『공직선거법』 / 2007-06-13,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165170,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg1101/Hb100165170/junkwa/20260515090436570_9.PDF
100164747,김여진,국민의힘,울산광역시,북구,기초의원 비례,9,1,1,Y,등록,44,19810717,2건,Y,음주·위험운전; 도로교통,"도로교통법위반(음주운전)도로교통법위반(음주운전)국민의힘 / 2010-04-26 / 벌금1,500,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164747,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg3104/Hb100164747/junkwa/20260514162832867_9.PDF
100165815,김훈임,국민의힘,인천광역시,제물포구,기초의원 비례,9,1,1,Y,등록,50,19760307,1건,Y,음주·위험운전,"도로교통1협위반(음주운전)국민의힘 / 벌금1,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165815,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2812/Hb100165815/junkwa/20260515170722519_7.PDF
100165260,강순자,국민의힘,충청남도,보령시,기초의원 비례,9,1,2,Y,등록,63,19630310,1건,Y,배임,"업무상배임 / 벌금5,000,000원",0,0원,0,0원,N,Y,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165260,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4403/Hb100165260/junkwa/20260515182859841_12.PDF
100164257,김미영,국민의힘,충청남도,부여군,기초의원 비례,9,1,2,Y,등록,59,19670215,1건,Y,음주·위험운전; 도로교통,"도로교통법위반(음주운전) / 2005-09-16 / 벌금1,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164257,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4411/Hb100164257/junkwa/20260514114602637_10.PDF
100165530,최성미,국민의힘,충청남도,태안군,기초의원 비례,9,1,1,Y,등록,58,19680215,1건,Y,공직선거법; 국가보안법,『공직선거법』 / 1988-01-28,0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165530,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4406/Hb100165530/junkwa/20260515110246896_9.PDF
100164052,김은영,국민의힘,충청북도,증평군,기초의원 비례,9,1,1,Y,등록,60,19651020,1건,Y,식품·보건; 교육·청소년,"청소년보호법위반 / 1998-06-09 / 벌금2,000,000원",0,0원,0,0원,N,N,N,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164052,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4313/Hb100164052/junkwa/20260513175410531_12.PDF
