huboid,name,party,region,office,proportional_rank,seat_count,electable_order,uncontested,status,v1_categories,v2_categories,v2_keywords,v2_broad_keywords,offense_summaries,change_status,nec_detail_url,pdf_urls
100159113,김종화,더불어민주당,충청북도 괴산군다선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"사기괴산군의회의원선거더불어민주당 (2012-09-21, 징역8월집행유예2년)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159113,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4312/Hb100159113/junkwa/20260322134258503_1.PDF
100159122,김인근,무소속,경상남도 고성군가선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"사기 (일자 행 매핑 실패, 형량 행 매핑 실패)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159122,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4806/Hb100159122/junkwa/20260322135711568_1.PDF
100159147,고기영,무소속,강원특별자치도 철원군,기초단체장,,,N,N,등록,뇌물; 사기,뇌물; 사기,뇌물; 뇌물공여; 사기,,"전과기록증명에관한제출서선거구명철원군수선거후보자성명무소속전과기록형량(처분결과)고기영처분일자도로교통법위반(음주운전)도로교통법위반(음주운전)뇌물공여건설산업기본법위만사기벌금1,000,000원벌금1,500,000원벌금10,0 (일자 확인 불가, 벌금1,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159147,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5218/Hb100159147/junkwa/20260514173830066_1.PDF
100159161,임양호,무소속,전북특별자치도 순창군가선거구,지역구 기초의원,,,N,N,등록,사기; 횡령,사기; 횡령,사기; 업무상횡령; 횡령,,"사문서위조위조사문서행사업무상횡령사문서변조변조사문서행사사기향토예비군설치법위반 (일자 확인 불가, 징역1년집행유예3년)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159161,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5315/Hb100159161/junkwa/20260320171944147_1.PDF
100159265,한상철,무소속,강원특별자치도 인제군,기초단체장,,,N,N,등록,사기,사기,사기,,"도박사기두로교통법위반(음주운전)주루교통법위반교통사고처리특례법위번치상)只가손하배상呈장법위반인제군수선거무소속 (일자 확인 불가, 벌금1,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159265,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5211/Hb100159265/junkwa/20260322105001050_1.PDF
100159378,황윤대,국민의힘,울산광역시 울주군가선거구,지역구 기초의원,,,N,N,등록,,사기,부정수표단속법위반,부정수표단속법위반,"전과기록증명에관한제출서선거구명울주군의회의원선거후보자성명국민의힘전과기록부정수표단속법위반도로교통법위반도로교통법위반(음주운전)도로교통법위반(음주훈전)형량(처분결과)징역1년집행유예2년벌금1,300,000원벌금1,500,00 (일자 확인 불가, 징역1년집행유예2년)",v2_added,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159378,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg3105/Hb100159378/junkwa/20260322110743854_1.PDF
100159441,서대석,국민의힘,충청북도 음성군다선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"사문서위조위조사문서행사사기국민의힘 (2013-10-25, 징역2년6월)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159441,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4310/Hb100159441/junkwa/20260322092533066_1.PDF
100159466,차영수,더불어민주당,전라남도 강진군,기초단체장,,,N,N,등록,사기,사기,사기; 특정경제범죄가중처벌등에관한법률위반(사기),,"업무방해건설업법위반특정경제범죄가중처벌등에관한법률위반(사기)강진군수선거더불어민주당 (1991-04-03, 징역10월집행유예2년)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159466,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4616/Hb100159466/junkwa/20260322112847395_1.PDF
100159505,김주성,무소속,전북특별자치도 무주군가선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"전과기록증명에관한제출서선거구명무주군의회의원선기후보자성명전과기록형량(처분결과)사기보조금의예산및관리에관한징역1년집행유예2년법률위반청부서류:범조4경력조회회보서1부- (일자 확인 불가, 징역1년집행유예2년)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159505,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5312/Hb100159505/junkwa/20260322110708173_1.PDF
100159545,조주홍,국민의힘,경상북도 영덕군,기초단체장,,,N,N,등록,횡령,횡령,업무상횡령; 횡령,,"도로교통법위반(음주운전)업무상횡령공직선거법위반 (일자 확인 불가, 벌금150만원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159545,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4722/Hb100159545/junkwa/20260513160021767_11.PDF
100159579,김진태,무소속,경상남도 하동군나선거구,지역구 기초의원,,,N,N,등록,횡령,횡령,업무상횡령; 횡령,,"업무상횡령.국가기술자격법위반 (2017-12-13, 징역1년6월)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159579,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4815/Hb100159579/junkwa/20260428172051902_1.PDF
100159598,박노찬,더불어민주당,충청남도 서천군가선거구,지역구 기초의원,,,N,N,등록,사기,사기,부정수표단속법위반; 사기,부정수표단속법위반,"특수공무집행방해폭력행위등처벌에관한법률위반집회및시위에관한법률위반화염병사용등의처벌에관한법률사기부정수표단속법위반부정수표단속법위반공직선거법위반 (일자 확인 불가, 징역1년집행유예2년)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159598,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4412/Hb100159598/junkwa/20260322123114169_1.PDF
100159615,이철우,무소속,경상남도 함양군,기초단체장,,,N,N,등록,뇌물,뇌물,뇌물; 뇌물수수,,"뇌물 / 뇌물수수 (일자 행 매핑 실패, 형량 행 매핑 실패)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159615,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4817/Hb100159615/junkwa/20260322125215758_1.PDF
100159642,임영민,더불어민주당,전라남도 영광군가선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"사기영광군의회의원선거더불어민주당 (일자 확인 불가, 징역8월집행유예2년)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159642,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4622/Hb100159642/junkwa/20260513220253873_1.PDF
100159655,김요순,더불어민주당,전라남도 곡성군나선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"사기더불어민주당 (2020-02-20, 벌금4,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159655,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4610/Hb100159655/junkwa/20260322142329889_1.PDF
100159692,홍영표,더불어민주당,경상북도 울릉군가선거구,지역구 기초의원,,,N,N,등록,횡령,횡령,업무상횡령; 횡령,,"폭력행위등처벌에관한법률위반폭력행위등처벌에관한법률위반업무상횡령 (1996-05-29, 벌금1,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159692,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4703/Hb100159692/junkwa/20260322142344327_1.PDF
100159724,김종수,더불어민주당,전북특별자치도 임실군나선거구,지역구 기초의원,,,N,N,등록,,사기,부정수표단속법위반,부정수표단속법위반,"부정수표단속법위반 (일자 확인 불가, 징역8월집행유예1년)",v2_added,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159724,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5314/Hb100159724/junkwa/20260322165342651_1.PDF
100159727,맹성호,조국혁신당,전라남도 해남군나선거구,지역구 기초의원,,,N,N,등록,배임; 사기,배임; 사기,배임; 보조금관리에관한법률위반; 사기; 업무상배임,보조금관리에관한법률위반,"보조금관리에관한법률위반 (2016-01-21, 형량 확인 불가); 배임 / 사기 / 업무상배임 (일자 행 매핑 실패, 형량 행 매핑 실패)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159727,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4618/Hb100159727/junkwa/20260322145451777_1.PDF
100159745,김성태,국민의힘,전북특별자치도 부안군,기초단체장,,,N,N,등록,사기,사기,사기,,"사기위험물안전관리법위반석유및석유대체연료사업법위반국민의힘 (일자 확인 불가, 징역8월)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159745,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5317/Hb100159745/junkwa/20260322150534006_1.PDF
100159763,장종태,무소속,전북특별자치도 장수군가선거구,지역구 기초의원,,,N,N,등록,,사기,부정수표단속법위반,부정수표단속법위반,"부정수표단속법위반장수군의회의원선거그-그- (1997-02-12, 벌금1,000,000원)",v2_added,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159763,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5313/Hb100159763/junkwa/20260322180456705_1.PDF
100159790,박우량,더불어민주당,전라남도 신안군,기초단체장,,,N,N,등록,,뇌물,부정청탁및금품등수수의금지에관한법률,부정청탁및금품등수수의금지에관한법률,"허위공문서작성허위작성공문서행사직권남용권리행사방해공용서류손상공용서류은닉부정청탁및금품등수수의금지에관한법률위반신안군수선거더불어민주당 (2005-07-14, 벌금5,000,000원)",v2_added,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159790,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4624/Hb100159790/junkwa/20260514152425605_3.PDF
100159800,최현동,무소속,전라남도 담양군라선거구,지역구 기초의원,,,N,N,등록,횡령,횡령,업무상횡령; 횡령,,"업무상횡령 / 횡령 (일자 행 매핑 실패, 형량 행 매핑 실패)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159800,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4608/Hb100159800/junkwa/20260322163357501_1.PDF
100159857,국현민,무소속,충청남도 태안군나선거구,지역구 기초의원,,,N,N,등록,횡령,횡령,업무상횡령; 횡령,,"교통사고처리특례법위반도로교통법위반(음주운전)업무상횡령1:』2`소 (일자 확인 불가, 금고8월)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159857,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4406/Hb100159857/junkwa/20260514180003388_1.PDF
100159906,이종무,더불어민주당,대구광역시 군위군나선거구,지역구 기초의원,,,N,N,등록,사기,사기,보조금관리에관한법률위반; 사기,보조금관리에관한법률위반,"도박개장음반.비디오물및게임물에관한법률위반사기보조금관리에관한법률위반 (일자 확인 불가, 형량 확인 불가)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159906,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2709/Hb100159906/junkwa/20260514165705878_1.PDF
100159912,장영수,조국혁신당,전북특별자치도 장수군,기초단체장,,,N,N,등록,사기,사기,사기,,"사기 (일자 확인 불가, 벌금800만원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159912,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5313/Hb100159912/junkwa/20260323172836601_1.PDF
100159946,이경동,무소속,경상북도 청도군가선거구,지역구 기초의원,,,N,N,등록,,사기,보조금관리에관한법률위반,보조금관리에관한법률위반,"보조금관리에관한법률위반 (일자 행 매핑 실패, 형량 행 매핑 실패)",v2_added,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159946,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4714/Hb100159946/junkwa/20260323175952718_1.PDF
100160016,이의명,더불어민주당,인천광역시 옹진군다선거구,지역구 기초의원,,,N,N,등록,뇌물; 횡령,뇌물; 횡령,뇌물; 횡령,,"횡령더불어민주당 (2000-04-26, 벌금5,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160016,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2810/Hb100160016/junkwa/20260323145635477_1.PDF
100160024,유진우,무소속,전북특별자치도 김제시가선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"폭력행위등처벌에관한법률위반사문서위조위조사문서행사사기도박 (1995-02-03, 벌금1,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160024,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5309/Hb100160024/junkwa/20260323143451832_1.PDF
100160057,이남형,국민의힘,서울특별시 관악구,기초단체장,,,N,N,등록,배임,배임,배임,,"배임 (일자 행 매핑 실패, 형량 행 매핑 실패)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160057,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg1121/Hb100160057/junkwa/20260323150201335_1.PDF
100160200,우동화,더불어민주당,강원특별자치도 양구군나선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"공무집행방해공용물건손상폭력행위등처벌에관한위반교통사고처리특례법위반도로교통법위반(음주운전)사기사기출입국관리법위반 (1992-01-23, 벌금1,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160200,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5217/Hb100160200/junkwa/20260323172830033_1.PDF
100160231,박재홍,국민의힘,경상남도 창녕군가선거구,지역구 기초의원,,,N,N,등록,뇌물,뇌물; 사기,뇌물; 뇌물공여; 보조금관리에관한법률위반,보조금관리에관한법률위반,"[별지제12호서식의(카)]선거入소다•그-그0(,최명경매방해 (일자 확인 불가, 형량 확인 불가)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160231,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4813/Hb100160231/junkwa/20260515142253832_1.PDF
100160259,박기홍,국민의힘,울산광역시 울주군다선거구,지역구 기초의원,,,N,N,등록,횡령,횡령,업무상횡령; 횡령,,"업무상횡령우주군의회의원선거국민의힘 (2013-11-22, 벌금1,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160259,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg3105/Hb100160259/junkwa/20260324114530448_1.PDF
100160291,김혁성,더불어민주당,전라남도 신안군가선거구,지역구 기초의원,,,N,N,등록,,사기,부정수표단속법위반,부정수표단속법위반,"부정수표단속법위반 (일자 확인 불가, 징역1년)",v2_added,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160291,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4624/Hb100160291/junkwa/20260514170811193_1.PDF
100160329,심재억,더불어민주당,서울특별시 강북구다선거구,지역구 기초의원,,,N,N,등록,,사기,부정수표단속법위반,부정수표단속법위반,"부정수표단속법위반 (일자 행 매핑 실패, 형량 행 매핑 실패)",v2_added,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160329,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg1109/Hb100160329/junkwa/20260324142745355_1.PDF
100160363,이춘복,무소속,전라남도 보성군가선거구,지역구 기초의원,,,N,N,등록,배임; 사기,배임; 사기,배임; 사기,,"배임사기총포•도검•화약류등단속법위반산지관리법위반업무상과실치사산업안전보건법위반보성군의회의원선거口2`소그-그-그 (1999-04-13, 벌금1,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160363,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4613/Hb100160363/junkwa/20260324152209962_1.PDF
100160384,유전종,무소속,전라남도 완도군가선거구,지역구 기초의원,,,N,N,등록,사기; 횡령,사기; 횡령,사기; 횡령,,"사기 / 횡령 (일자 행 매핑 실패, 형량 행 매핑 실패)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160384,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4617/Hb100160384/junkwa/20260325130536151_1.PDF
100160386,송종화,더불어민주당,전라남도 고흥군라선거구,지역구 기초의원,,,N,Y,등록,횡령,횡령,업무상횡령; 횡령,,"도로교통법위반(음주운전)업무상횡령고흥군의회의원선거더불어민주당 (2012-06-07, 벌금1,500,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160386,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4612/Hb100160386/junkwa/20260324161016583_1.PDF
100160460,김영범,무소속,경상북도 영양군가선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"도박사기도로교통법위반(음주운전)도로교통법위반(음주운전)영양군의회의원선거口구昶`소그-그- (1998-11-09, 벌금2,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160460,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4721/Hb100160460/junkwa/20260504171520654_1.PDF
100160480,박만호,무소속,경상남도 함양군가선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"부동산중기1업법위반사문시위조위조사문서행사주택건설-?쵹진법위반사기자동차손해배상보징뺀위반상해 (일자 확인 불가, 형량 확인 불가)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160480,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4817/Hb100160480/junkwa/20260325102034893_1.PDF
100160536,정현웅,더불어민주당,전라남도 함평군나선거구,지역구 기초의원,,,N,N,등록,뇌물,뇌물,뇌물,,"제3자뇌물취득함평군의회의원선거더불어민주당 (2004-10-29, 징역1년)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160536,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4623/Hb100160536/junkwa/20260325135309937_1.PDF
100160537,김남일,더불어민주당,대구광역시 서구다선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"사기 (일자 확인 불가, 형량 확인 불가)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160537,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2703/Hb100160537/junkwa/20260325134724679_1.PDF
100160543,김평수,더불어민주당,충청남도 청양군나선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"사기청양군의회의원선거더불어민주당 (일자 확인 불가, 벌금8,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160543,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4414/Hb100160543/junkwa/20260325160109969_1.PDF
100160676,장세일,더불어민주당,전라남도 영광군,기초단체장,,,N,N,등록,사기,사기,보조금관리에관한법률위반; 사기,보조금관리에관한법률위반,"별지제12호서식의(카)]선거 (일자 확인 불가, 징역6월집행유예1년)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160676,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4622/Hb100160676/junkwa/20260513215220871_1.PDF
100160677,김효영,국민의힘,부산광역시 금정구가선거구,지역구 기초의원,,,N,N,등록,,사기,부정수표단속법위반,부정수표단속법위반,"부정수표단속법위반 (일자 행 매핑 실패, 형량 행 매핑 실패)",v2_added,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160677,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2612/Hb100160677/junkwa/20260326095541872_1.PDF
100160692,진상락,국민의힘,경상남도 창원시제11선거구,광역의원,,,N,N,등록,뇌물,뇌물,뇌물; 뇌물공여,,"뇌물 / 뇌물공여 (일자 행 매핑 실패, 형량 행 매핑 실패)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160692,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4824/Hb100160692/junkwa/20260326114134972_1.PDF
100160765,김민석,국민의힘,서울특별시 강서구라선거구,지역구 기초의원,,,N,N,등록,횡령,횡령,업무상횡령; 횡령,,"업무상횡령 (2017-09-08, 벌금2,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160765,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg1116/Hb100160765/junkwa/20260326171231887_1.PDF
100160829,김용주,무소속,대구광역시 북구제5선거구,광역의원,,,N,N,등록,배임; 횡령,배임; 횡령,배임; 업무상배임; 업무상횡령; 횡령,,"교통사고처리특례법위반도로교통법위반(음주운전)도로교통법위반(음주운전)도로교통법위반(무면허운전)도로교통법위반(무면허운전)업무상횡령업무상배임도로교통법위빈(음주운전)도로교통법위빈〈음주운전)도로교통법위반(무면허운전)건설산업기 (2002-06-11, 벌금1,500,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160829,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2705/Hb100160829/junkwa/20260326182005118_1.PDF
100160901,김준곤,더불어민주당,전라남도 고흥군다선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"사기 (일자 행 매핑 실패, 형량 행 매핑 실패)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160901,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4612/Hb100160901/junkwa/20260327150517046_1.PDF
100160943,임원희,더불어민주당,전라남도 완도군나선거구,지역구 기초의원,,,N,Y,등록,배임,배임,배임,,"배임 (일자 행 매핑 실패, 형량 행 매핑 실패)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160943,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4617/Hb100160943/junkwa/20260330155750466_1.PDF
100160981,김정희,국민의힘,경상북도 포항시사선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"상해상해 (일자 확인 불가, 벌금3,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160981,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4701/Hb100160981/junkwa/20260504172942804_1.PDF
100161038,김규찬,무소속,경상남도 의령군라선거구,지역구 기초의원,,,N,N,등록,,사기,부정수표단속법위반,부정수표단속법위반,"부정수표단속법위반 (일자 행 매핑 실패, 형량 행 매핑 실패)",v2_added,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161038,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4811/Hb100161038/junkwa/20260330140015079_1.PDF; https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4811/Hb100161038/junkwa/20260330140015147_2.PDF
100161052,김정방,국민의힘,부산광역시 북구가선거구,지역구 기초의원,,,N,N,등록,,사기,부정수표단속법위반,부정수표단속법위반,"별지제12호서식의(카)]선거명 (일자 확인 불가, 벌금1,500,000원)",v2_added,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161052,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2608/Hb100161052/junkwa/20260330142212283_1.PDF
100161068,한광희,무소속,충청남도 당진시다선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"교통사고처리특례법위반사기 (일자 확인 불가, 벌금3,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161068,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4416/Hb100161068/junkwa/20260330150213886_1.PDF
100161073,이종수,무소속,전라남도 진도군가선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"근로기준법위반교통사고처리특례법위반근로기준법위반강제집행면탈사기교통사고처리특례법위반도로교통법위반진도군의회의원선거7그구æ-,소丁-1-그전과기폭력행위등처벌에관한법률위반(집단•흉기등협박)폭력행위등처벌어관한법률위반(공동상해)폭 (일자 확인 불가, 형량 확인 불가)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161073,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4619/Hb100161073/junkwa/20260429164931571_1.PDF
100161081,박광수,무소속,강원특별자치도 양양군나선거구,지역구 기초의원,,,N,N,등록,,사기,부정수표단속법위반,부정수표단속법위반,"부정수표단속법위반부정수표단속법위반 (일자 확인 불가, 벌금1,000,000원)",v2_added,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161081,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg5210/Hb100161081/junkwa/20260513202342697_1.PDF
100161096,오인용,국민의힘,경기도 안양시제6선거구,광역의원,,,N,N,등록,사기,사기,사기,,"사기,무단이탈국민의힘 (일자 확인 불가, 벌금4,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161096,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4110/Hb100161096/junkwa/20260330154731409_1.PDF
100161131,이근우,국민의힘,경기도 광명시제2선거구,광역의원,,,N,N,등록,뇌물; 사기,뇌물; 사기,뇌물; 뇌물공여; 사기,,"도로교통법위반사기뇌물공여의사표시변호사법위반사기경기도의회의원국민의힘 (1994-02-15, 벌금2,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161131,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg4114/Hb100161131/junkwa/20260330163940931_1.PDF
100161137,변영현,무소속,인천광역시 옹진군다선거구,지역구 기초의원,,,N,N,등록,사기,사기,사기,,"산림법위반골재채취법위반도로교통법위반산림법위반口2`소기-=그도로교통법위반(음주운전)조세범처벌법위반사기근로기준법위반위증사기근로자퇴직급여보장법위반근로기준법위반산지관리법위반국토의계획및이용에관한법률위반산지관리법위반국토의계획및 (일자 확인 불가, 벌금2,000,000원)",v1+v2,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161137,https://info.nec.go.kr/unielec_pdf_file/20260603/open/Gsg2810/Hb100161137/junkwa/20260330170126901_1.PDF
